CustomerID,CustomerName,Segment,Industry,Region,Branch,CreditLimit,Status
44,Customer_44,SMB,Healthcare,South,Branch_5,500000,Active
45,Customer_45,Government,Healthcare,North,Branch_5,50000,Active
46,Customer_46,Startup,Manufacturing,South,Branch_3,500000,Active
47,Customer_47,SMB,Finance,North,Branch_9,50000,Active
48,Customer_48,Enterprise,Healthcare,South,Branch_5,200000,Active
49,Customer_49,Enterprise,Manufacturing,South,Branch_6,500000,Active
50,Customer_50,SMB,Finance,South,Branch_7,50000,Active
51,Customer_51,Government,Retail,East,Branch_4,200000,Active
52,Customer_52,Enterprise,Retail,North,Branch_8,100000,Active
53,Customer_53,SMB,Retail,West,Branch_4,50000,Active
54,Customer_54,Startup,Retail,East,Branch_6,500000,Active
55,Customer_55,Startup,Finance,North,Branch_3,200000,Active
56,Customer_56,Startup,Manufacturing,West,Branch_7,50000,Active
57,Customer_57,Government,IT,South,Branch_1,100000,Active
58,Customer_58,Enterprise,Healthcare,East,Branch_5,200000,Active
59,Customer_59,SMB,IT,East,Branch_7,500000,Active
60,Customer_60,Enterprise,Retail,East,Branch_5,200000,Active
61,Customer_61,Government,Retail,East,Branch_4,500000,Active
62,Customer_62,VIP,Retail,East,Branch_6,50000,Active
63,Customer_63,SMB,Retail,South,Branch_1,50000,Active
64,Customer_64,VIP,Retail,North,Branch_4,500000,Active
65,Customer_65,Enterprise,IT,South,Branch_2,500000,Active
66,Customer_66,SMB,Retail,West,Branch_2,500000,Active
67,Customer_67,Government,Retail,East,Branch_10,500000,Active
68,Customer_68,Government,Finance,South,Branch_8,200000,Active
69,Customer_69,VIP,Retail,East,Branch_8,100000,Active
70,Customer_70,Startup,Healthcare,East,Branch_6,50000,Active
71,Customer_71,SMB,Retail,West,Branch_2,500000,Active
72,Customer_72,SMB,IT,West,Branch_7,500000,Active
73,Customer_73,VIP,Finance,North,Branch_7,500000,Active
74,Customer_74,Government,Manufacturing,East,Branch_9,100000,Active
75,Customer_75,Government,IT,West,Branch_6,500000,Active
76,Customer_76,VIP,Retail,South,Branch_1,500000,Active
77,Customer_77,Government,Finance,North,Branch_3,500000,Active
78,Customer_78,Government,Retail,West,Branch_6,200000,Active
79,Customer_79,Enterprise,IT,West,Branch_8,50000,Active
80,Customer_80,Enterprise,Finance,East,Branch_1,50000,Active
81,Customer_81,SMB,Retail,North,Branch_3,500000,Active
82,Customer_82,Startup,Manufacturing,South,Branch_6,100000,Active
83,Customer_83,SMB,Finance,North,Branch_5,50000,Active
84,Customer_84,Government,Finance,East,Branch_7,100000,Active
85,Customer_85,Startup,Manufacturing,South,Branch_10,50000,Active
86,Customer_86,Startup,Finance,East,Branch_2,200000,Active
87,Customer_87,Startup,Manufacturing,West,Branch_8,100000,Active
88,Customer_88,VIP,IT,East,Branch_8,500000,Active
89,Customer_89,SMB,IT,East,Branch_2,200000,Active
90,Customer_90,Government,IT,West,Branch_6,50000,Active
91,Customer_91,Startup,IT,South,Branch_5,200000,Active
92,Customer_92,VIP,Healthcare,East,Branch_4,50000,Active
93,Customer_93,SMB,Retail,West,Branch_8,500000,Active
94,Customer_94,Government,IT,North,Branch_4,200000,Active
95,Customer_95,VIP,Finance,East,Branch_6,200000,Active
96,Customer_96,SMB,IT,East,Branch_6,50000,Active
97,Customer_97,Government,Finance,South,Branch_5,200000,Active
98,Customer_98,SMB,Manufacturing,East,Branch_5,50000,Active
99,Customer_99,VIP,Finance,North,Branch_5,100000,Active
100,Customer_100,Government,IT,North,Branch_8,500000,Active
101,Customer_101,Government,Healthcare,North,Branch_2,50000,Active
102,Customer_102,VIP,IT,North,Branch_5,50000,Active
103,Customer_103,VIP,Retail,West,Branch_4,500000,Active
104,Customer_104,Government,IT,East,Branch_5,50000,Active
105,Customer_105,SMB,Finance,North,Branch_4,200000,Active
106,Customer_106,SMB,Manufacturing,South,Branch_1,500000,Active
107,Customer_107,SMB,IT,West,Branch_5,200000,Active
108,Customer_108,VIP,IT,South,Branch_4,500000,Active
109,Customer_109,SMB,Manufacturing,South,Branch_2,50000,Active
110,Customer_110,Government,Retail,East,Branch_5,500000,Active
111,Customer_111,VIP,Healthcare,West,Branch_1,500000,Active
112,Customer_112,VIP,Healthcare,North,Branch_10,50000,Active
113,Customer_113,Government,Healthcare,South,Branch_5,100000,Active
114,Customer_114,Government,Finance,West,Branch_6,500000,Active
115,Customer_115,Startup,Healthcare,North,Branch_7,500000,Active
116,Customer_116,VIP,Healthcare,West,Branch_1,500000,Active
117,Customer_117,Government,Manufacturing,East,Branch_9,50000,Active
118,Customer_118,Startup,Finance,North,Branch_10,500000,Active
119,Customer_119,SMB,IT,South,Branch_5,500000,Active
120,Customer_120,Startup,IT,South,Branch_9,50000,Active
121,Customer_121,Enterprise,Finance,South,Branch_8,50000,Active
122,Customer_122,Startup,Retail,East,Branch_7,500000,Active
123,Customer_123,VIP,IT,South,Branch_9,100000,Active
124,Customer_124,VIP,Manufacturing,West,Branch_5,50000,Active
125,Customer_125,Government,Healthcare,West,Branch_9,500000,Active
126,Customer_126,Startup,Healthcare,West,Branch_4,100000,Active
127,Customer_127,Government,Finance,West,Branch_7,500000,Active
128,Customer_128,VIP,Retail,North,Branch_6,50000,Active
129,Customer_129,SMB,IT,West,Branch_7,100000,Active
130,Customer_130,Government,Manufacturing,East,Branch_2,200000,Active
131,Customer_131,Government,Finance,East,Branch_9,50000,Active
132,Customer_132,Enterprise,Finance,East,Branch_7,50000,Active
133,Customer_133,Enterprise,Manufacturing,East,Branch_6,50000,Active
134,Customer_134,VIP,Healthcare,West,Branch_7,100000,Active
135,Customer_135,SMB,Retail,West,Branch_8,100000,Active
136,Customer_136,Enterprise,Retail,East,Branch_8,200000,Active
137,Customer_137,VIP,Finance,West,Branch_5,500000,Active
138,Customer_138,Government,Healthcare,East,Branch_8,50000,Active
139,Customer_139,Startup,Retail,East,Branch_1,500000,Active
140,Customer_140,Government,NA,North,Branch_5,100000,Active
141,Customer_141,VIP,Finance,South,Branch_5,100000,Active
142,Customer_142,Government,Manufacturing,North,Branch_1,200000,Active
143,Customer_143,Government,Retail,East,Branch_3,100000,Active
144,Customer_144,Startup,Retail,East,Branch_3,200000,Active
145,Customer_145,Startup,IT,East,Branch_2,500000,Active
146,Customer_146,Government,Manufacturing,South,Branch_9,200000,Active
147,Customer_147,Enterprise,Manufacturing,North,Branch_8,200000,Active
148,Customer_148,SMB,Healthcare,East,Branch_8,50000,Active
149,Customer_149,SMB,Finance,East,Branch_2,500000,Active
150,Customer_150,Enterprise,Healthcare,North,Branch_5,500000,Active
151,Customer_151,Startup,Manufacturing,South,Branch_9,500000,Active
152,Customer_152,Enterprise,Finance,South,Branch_8,500000,Active
153,Customer_153,Government,Healthcare,East,Branch_4,200000,Active
154,Customer_154,Startup,Manufacturing,East,Branch_1,500000,Active
155,Customer_155,Government,Healthcare,North,Branch_2,100000,Active
156,Customer_156,SMB,Finance,North,Branch_3,100000,Active
157,Customer_157,SMB,Manufacturing,South,Branch_6,100000,Active
158,Customer_158,VIP,NA,South,Branch_5,100000,Active
159,Customer_159,Startup,Manufacturing,North,Branch_4,200000,Active
160,Customer_160,Government,Manufacturing,North,Branch_9,50000,Active
161,Customer_161,Enterprise,Manufacturing,East,Branch_8,100000,Active
162,Customer_162,Enterprise,Finance,East,Branch_1,500000,Active
163,Customer_163,Government,IT,North,Branch_2,50000,Active
164,Customer_164,VIP,Healthcare,North,Branch_10,200000,Active
165,Customer_165,VIP,IT,East,Branch_7,50000,Active
166,Customer_166,SMB,Manufacturing,South,Branch_7,200000,Active
167,Customer_167,Startup,IT,North,Branch_5,200000,Active
168,Customer_168,Enterprise,Retail,West,Branch_2,500000,Active
169,Customer_169,VIP,Manufacturing,East,Branch_1,200000,Active
170,Customer_170,Enterprise,Manufacturing,West,Branch_5,200000,Active
171,Customer_171,Government,Healthcare,South,Branch_4,50000,Active
172,Customer_172,Startup,Healthcare,East,Branch_10,100000,Active
173,Customer_173,Startup,IT,North,Branch_1,100000,Active
174,Customer_174,Startup,Healthcare,East,Branch_1,100000,Active
175,Customer_175,Enterprise,Retail,West,Branch_2,100000,Active
176,Customer_176,Startup,IT,East,Branch_6,50000,Active
177,Customer_177,Startup,Manufacturing,North,Branch_8,500000,Active
178,Customer_178,VIP,IT,West,Branch_2,200000,Active
179,Customer_179,Startup,IT,West,Branch_1,100000,Active
180,Customer_180,Startup,IT,West,Branch_4,100000,Active
181,Customer_181,Government,Healthcare,West,Branch_3,100000,Active
182,Customer_182,Startup,IT,South,Branch_2,500000,Active
183,Customer_183,Startup,Manufacturing,West,Branch_10,500000,Active
184,Customer_184,Government,Finance,West,Branch_1,200000,Active
185,Customer_185,Startup,Retail,West,Branch_2,500000,Active
186,Customer_186,Government,Manufacturing,West,Branch_5,200000,Active
187,Customer_187,Enterprise,Retail,South,Branch_9,100000,Active
188,Customer_188,SMB,Healthcare,South,Branch_5,100000,Active
189,Customer_189,Government,Retail,North,Branch_8,500000,Active
190,Customer_190,Startup,Finance,East,Branch_3,500000,Active
191,Customer_191,VIP,Manufacturing,East,Branch_1,200000,Active
192,Customer_192,Enterprise,Finance,West,Branch_6,200000,Active
193,Customer_193,VIP,Manufacturing,North,Branch_7,500000,Active
194,Customer_194,VIP,Finance,North,Branch_4,200000,Active
195,Customer_195,Government,Finance,South,Branch_2,200000,Active
196,Customer_196,Government,Manufacturing,South,Branch_8,100000,Active
197,Customer_197,Startup,Healthcare,East,Branch_10,50000,Active
198,Customer_198,Government,Healthcare,North,Branch_5,200000,Active
199,Customer_199,SMB,Finance,East,Branch_6,200000,Active
200,Customer_200,Government,IT,North,Branch_6,100000,Active
201,Customer_201,Enterprise,Finance,West,Branch_6,200000,Active
202,Customer_202,Government,Retail,East,Branch_4,100000,Active
203,Customer_203,Enterprise,Retail,East,Branch_9,50000,Active
204,Customer_204,SMB,Healthcare,South,Branch_3,100000,Active
205,Customer_205,Enterprise,Finance,South,Branch_7,200000,Active
206,Customer_206,Government,Retail,East,Branch_4,100000,Active
207,Customer_207,SMB,Healthcare,West,Branch_6,500000,Active
208,Customer_208,Government,IT,West,Branch_3,100000,Active
209,Customer_209,Government,Finance,East,Branch_6,50000,Active
210,Customer_210,SMB,Finance,East,Branch_5,500000,Active
211,Customer_211,SMB,Finance,West,Branch_8,200000,Active
212,Customer_212,SMB,Manufacturing,West,Branch_7,50000,Active
213,Customer_213,Startup,Healthcare,East,Branch_3,100000,Active
214,Customer_214,SMB,Manufacturing,West,Branch_8,500000,Active
215,Customer_215,SMB,NA,North,Branch_3,500000,Active
216,Customer_216,Enterprise,Manufacturing,South,Branch_4,500000,Active
217,Customer_217,Government,Finance,North,Branch_10,50000,Active
218,Customer_218,Enterprise,Finance,South,Branch_10,200000,Active
219,Customer_219,Enterprise,Retail,South,Branch_9,200000,Active
220,Customer_220,Government,Manufacturing,North,Branch_1,500000,Active
221,Customer_221,Enterprise,Healthcare,North,Branch_6,100000,Active
222,Customer_222,Startup,Manufacturing,East,Branch_9,200000,Active
223,Customer_223,Government,Retail,West,Branch_3,100000,Active
224,Customer_224,SMB,Manufacturing,West,Branch_1,100000,Active
225,Customer_225,VIP,Manufacturing,East,Branch_8,200000,Active
226,Customer_226,Enterprise,Manufacturing,South,Branch_6,200000,Active
227,Customer_227,Government,Manufacturing,West,Branch_7,200000,Active
228,Customer_228,VIP,Retail,West,Branch_5,50000,Active
229,Customer_229,Startup,IT,South,Branch_2,50000,Active
230,Customer_230,Government,Healthcare,East,Branch_3,500000,Active
231,Customer_231,Government,Healthcare,East,Branch_5,50000,Active
232,Customer_232,SMB,Manufacturing,West,Branch_1,100000,Active
233,Customer_233,Enterprise,Finance,West,Branch_4,200000,Active
234,Customer_234,Government,Healthcare,North,Branch_6,200000,Active
235,Customer_235,Government,IT,South,Branch_6,200000,Active
236,Customer_236,Government,Retail,North,Branch_9,500000,Active
237,Customer_237,SMB,Finance,East,Branch_10,200000,Active
238,Customer_238,Government,IT,South,Branch_3,500000,Active
239,Customer_239,Enterprise,Manufacturing,East,Branch_9,200000,Active
240,Customer_240,VIP,Healthcare,South,Branch_4,50000,Active
241,Customer_241,Enterprise,Retail,South,Branch_6,200000,Active
242,Customer_242,Enterprise,IT,South,Branch_2,200000,Active
243,Customer_243,Government,IT,West,Branch_10,50000,Active
244,Customer_244,VIP,Retail,North,Branch_6,100000,Active
245,Customer_245,SMB,Finance,South,Branch_7,50000,Active
246,Customer_246,Startup,Manufacturing,East,Branch_4,200000,Active
247,Customer_247,VIP,Finance,North,Branch_5,100000,Active
248,Customer_248,SMB,Healthcare,North,Branch_10,100000,Active
249,Customer_249,VIP,Retail,East,Branch_1,50000,Active
250,Customer_250,VIP,Manufacturing,East,Branch_7,50000,Active
251,Customer_251,Startup,IT,East,Branch_8,100000,Active
252,Customer_252,SMB,IT,North,Branch_8,500000,Active
253,Customer_253,Startup,IT,East,Branch_6,200000,Active
254,Customer_254,Enterprise,IT,East,Branch_6,100000,Active
255,Customer_255,Enterprise,IT,West,Branch_1,200000,Active
256,Customer_256,SMB,IT,West,Branch_6,200000,Active
257,Customer_257,Government,Retail,West,Branch_8,200000,Active
258,Customer_258,SMB,IT,West,Branch_4,200000,Active
259,Customer_259,Government,Manufacturing,West,Branch_5,50000,Active
260,Customer_260,Government,Manufacturing,East,Branch_6,50000,Active
261,Customer_261,Startup,IT,South,Branch_2,500000,Active
262,Customer_262,VIP,Finance,East,Branch_10,50000,Active
263,Customer_263,Startup,Retail,West,Branch_9,200000,Active
264,Customer_264,Enterprise,Retail,West,Branch_1,100000,Active
265,Customer_265,VIP,Healthcare,West,Branch_3,200000,Active
266,Customer_266,Startup,Finance,West,Branch_10,200000,Active
267,Customer_267,Startup,Finance,West,Branch_8,50000,Active
268,Customer_268,VIP,Healthcare,North,Branch_5,50000,Active
269,Customer_269,VIP,Finance,South,Branch_8,100000,Active
270,Customer_270,SMB,Finance,West,Branch_1,50000,Active
271,Customer_271,Government,NA,East,Branch_4,500000,Active
272,Customer_272,Enterprise,Finance,West,Branch_3,100000,Active
273,Customer_273,Startup,Finance,West,Branch_3,500000,Active
274,Customer_274,Startup,Finance,East,Branch_10,500000,Active
275,Customer_275,SMB,Retail,East,Branch_5,200000,Active
276,Customer_276,Startup,Retail,West,Branch_9,200000,Active
277,Customer_277,Government,Healthcare,West,Branch_6,100000,Active
278,Customer_278,Government,Healthcare,North,Branch_5,500000,Active
279,Customer_279,Startup,Retail,East,Branch_3,50000,Active
280,Customer_280,VIP,Finance,South,Branch_4,100000,Active
281,Customer_281,Enterprise,Manufacturing,East,Branch_3,50000,Active
282,Customer_282,Government,Finance,South,Branch_8,100000,Active
283,Customer_283,Enterprise,Healthcare,North,Branch_10,100000,Active
284,Customer_284,SMB,Finance,North,Branch_7,100000,Active
285,Customer_285,SMB,Manufacturing,West,Branch_5,50000,Active
286,Customer_286,Startup,Manufacturing,North,Branch_5,500000,Active
287,Customer_287,Government,Finance,South,Branch_5,100000,Active
288,Customer_288,SMB,Manufacturing,West,Branch_1,200000,Active
289,Customer_289,Government,Healthcare,South,Branch_7,200000,Active
290,Customer_290,SMB,Manufacturing,North,Branch_8,200000,Active
291,Customer_291,Startup,NA,West,Branch_6,200000,Active
292,Customer_292,Startup,Finance,North,Branch_4,50000,Active
293,Customer_293,VIP,Manufacturing,South,Branch_5,50000,Active
294,Customer_294,SMB,Healthcare,South,Branch_8,100000,Active
295,Customer_295,VIP,IT,East,Branch_8,100000,Active
296,Customer_296,VIP,Retail,North,Branch_6,50000,Active
297,Customer_297,SMB,Finance,South,Branch_3,200000,Active
298,Customer_298,Government,Finance,South,Branch_2,500000,Active
299,Customer_299,Enterprise,Manufacturing,West,Branch_9,500000,Active
300,Customer_300,Enterprise,Healthcare,West,Branch_4,50000,Active
301,Customer_301,Enterprise,Manufacturing,North,Branch_2,500000,Active
302,Customer_302,Government,Manufacturing,South,Branch_6,500000,Active
303,Customer_303,VIP,IT,West,Branch_3,200000,Active
304,Customer_304,SMB,Manufacturing,West,Branch_1,50000,Active
305,Customer_305,SMB,Healthcare,West,Branch_4,500000,Active
306,Customer_306,Enterprise,Healthcare,South,Branch_1,500000,Active
307,Customer_307,Enterprise,Finance,North,Branch_2,50000,Active
308,Customer_308,Enterprise,IT,North,Branch_7,500000,Active
309,Customer_309,Startup,Retail,North,Branch_4,200000,Active
310,Customer_310,SMB,Finance,East,Branch_9,100000,Active
311,Customer_311,VIP,IT,North,Branch_3,500000,Active
312,Customer_312,Government,Finance,East,Branch_9,200000,Active
313,Customer_313,VIP,IT,East,Branch_8,100000,Active
314,Customer_314,Enterprise,Retail,South,Branch_9,500000,Active
315,Customer_315,Startup,IT,South,Branch_4,200000,Active
316,Customer_316,SMB,Manufacturing,East,Branch_1,200000,Active
317,Customer_317,SMB,IT,North,Branch_10,100000,Active
318,Customer_318,Enterprise,IT,East,Branch_4,100000,Active
319,Customer_319,VIP,Manufacturing,West,Branch_4,500000,Active
320,Customer_320,VIP,Retail,East,Branch_6,200000,Active
321,Customer_321,Government,Healthcare,West,Branch_6,100000,Active
322,Customer_322,SMB,Healthcare,North,Branch_3,50000,Active
323,Customer_323,SMB,Healthcare,West,Branch_6,100000,Active
324,Customer_324,Startup,IT,South,Branch_5,500000,Active
325,Customer_325,VIP,IT,East,Branch_8,100000,Active
326,Customer_326,Enterprise,Finance,North,Branch_1,50000,Active
327,Customer_327,SMB,IT,South,Branch_1,100000,Active
328,Customer_328,VIP,Finance,North,Branch_8,500000,Active
329,Customer_329,VIP,NA,West,Branch_5,200000,Active
330,Customer_330,SMB,Manufacturing,West,Branch_2,50000,Active
331,Customer_331,Startup,Finance,South,Branch_6,200000,Active
332,Customer_332,SMB,IT,West,Branch_4,200000,Active
333,Customer_333,Government,Manufacturing,North,Branch_7,500000,Active
334,Customer_334,Government,Manufacturing,South,Branch_6,50000,Active
335,Customer_335,VIP,Finance,South,Branch_8,200000,Active
336,Customer_336,VIP,Manufacturing,East,Branch_1,100000,Active
337,Customer_337,Government,NA,South,Branch_2,200000,Active
338,Customer_338,VIP,Retail,West,Branch_6,500000,Active
339,Customer_339,Startup,Retail,North,Branch_1,50000,Active
340,Customer_340,VIP,IT,North,Branch_10,500000,Active
341,Customer_341,Government,Healthcare,East,Branch_8,100000,Active
342,Customer_342,VIP,Healthcare,West,Branch_7,50000,Active
343,Customer_343,Enterprise,Finance,South,Branch_5,100000,Active
344,Customer_344,Startup,IT,South,Branch_6,50000,Active
345,Customer_345,Startup,NA,East,Branch_2,100000,Active
346,Customer_346,VIP,Manufacturing,West,Branch_7,50000,Active
347,Customer_347,Startup,Manufacturing,North,Branch_7,50000,Active
348,Customer_348,VIP,Healthcare,North,Branch_4,100000,Active
349,Customer_349,Government,IT,East,Branch_3,50000,Active
350,Customer_350,Enterprise,Retail,West,Branch_6,200000,Active
351,Customer_351,SMB,Retail,West,Branch_8,50000,Active
352,Customer_352,VIP,Retail,West,Branch_7,200000,Active
353,Customer_353,VIP,IT,South,Branch_4,500000,Active
354,Customer_354,Startup,Healthcare,West,Branch_8,100000,Active
355,Customer_355,VIP,Healthcare,West,Branch_4,100000,Active
356,Customer_356,SMB,Finance,West,Branch_8,200000,Active
357,Customer_357,SMB,Manufacturing,West,Branch_5,100000,Active
358,Customer_358,Enterprise,Healthcare,West,Branch_8,500000,Active
359,Customer_359,Startup,Finance,West,Branch_9,50000,Active
360,Customer_360,VIP,Manufacturing,East,Branch_1,500000,Active
361,Customer_361,Enterprise,Healthcare,West,Branch_5,100000,Active
362,Customer_362,Government,Finance,South,Branch_8,100000,Active
363,Customer_363,Government,Healthcare,West,Branch_2,50000,Active
364,Customer_364,SMB,Retail,East,Branch_9,500000,Active
365,Customer_365,Government,Healthcare,West,Branch_6,50000,Active
366,Customer_366,Startup,Healthcare,North,Branch_2,100000,Active
367,Customer_367,Government,Retail,South,Branch_8,100000,Active
368,Customer_368,Government,IT,South,Branch_7,50000,Active
369,Customer_369,Government,Finance,West,Branch_1,100000,Active
370,Customer_370,VIP,Retail,North,Branch_3,200000,Active
371,Customer_371,Government,Healthcare,North,Branch_9,200000,Active
372,Customer_372,Startup,Finance,West,Branch_6,500000,Active
373,Customer_373,VIP,Finance,East,Branch_2,100000,Active
374,Customer_374,Startup,Healthcare,East,Branch_3,500000,Active
375,Customer_375,Government,IT,West,Branch_9,100000,Active
376,Customer_376,Startup,Finance,East,Branch_8,50000,Active
377,Customer_377,Government,Healthcare,West,Branch_9,500000,Active
378,Customer_378,Government,IT,West,Branch_8,100000,Active
379,Customer_379,Startup,Manufacturing,South,Branch_4,200000,Active
380,Customer_380,Enterprise,Retail,West,Branch_10,50000,Active
381,Customer_381,Enterprise,Healthcare,East,Branch_8,100000,Active
382,Customer_382,Enterprise,IT,South,Branch_8,200000,Active
383,Customer_383,Enterprise,Healthcare,North,Branch_4,100000,Active
384,Customer_384,SMB,Finance,West,Branch_4,100000,Active
385,Customer_385,SMB,Manufacturing,East,Branch_6,200000,Active
386,Customer_386,Government,Healthcare,North,Branch_1,200000,Active
387,Customer_387,Startup,Retail,South,Branch_4,500000,Active
388,Customer_388,Government,IT,East,Branch_8,50000,Active
389,Customer_389,Startup,Manufacturing,East,Branch_8,500000,Active
390,Customer_390,Government,Healthcare,North,Branch_6,50000,Active
391,Customer_391,Government,Finance,West,Branch_5,200000,Active
392,Customer_392,Government,Healthcare,South,Branch_6,50000,Active
393,Customer_393,SMB,Manufacturing,West,Branch_8,500000,Active
394,Customer_394,SMB,Manufacturing,West,Branch_5,100000,Active
395,Customer_395,Startup,Healthcare,East,Branch_3,50000,Active
396,Customer_396,Enterprise,IT,South,Branch_2,50000,Active
397,Customer_397,VIP,Retail,South,Branch_8,50000,Active
398,Customer_398,Government,Manufacturing,North,Branch_3,500000,Active
399,Customer_399,Enterprise,Manufacturing,North,Branch_2,200000,Active
400,Customer_400,SMB,Healthcare,South,Branch_3,50000,Active
401,Customer_401,SMB,Finance,South,Branch_3,500000,Active
402,Customer_402,Enterprise,Finance,South,Branch_3,50000,Active
403,Customer_403,Startup,Finance,East,Branch_3,100000,Active
404,Customer_404,VIP,Healthcare,South,Branch_10,200000,Active
405,Customer_405,VIP,Manufacturing,East,Branch_9,100000,Active
406,Customer_406,SMB,IT,North,Branch_8,500000,Active
407,Customer_407,Enterprise,Manufacturing,North,Branch_6,200000,Active
408,Customer_408,SMB,Retail,West,Branch_8,50000,Active
409,Customer_409,Enterprise,Manufacturing,North,Branch_1,500000,Active
410,Customer_410,Government,Finance,West,Branch_2,100000,Active
411,Customer_411,SMB,Healthcare,North,Branch_3,200000,Active
412,Customer_412,Government,IT,North,Branch_4,50000,Active
413,Customer_413,VIP,Retail,West,Branch_10,50000,Active
414,Customer_414,SMB,Healthcare,South,Branch_1,100000,Active
415,Customer_415,SMB,IT,East,Branch_5,50000,Active
416,Customer_416,Enterprise,Manufacturing,West,Branch_5,50000,Active
417,Customer_417,VIP,IT,East,Branch_3,200000,Active
418,Customer_418,Enterprise,Retail,North,Branch_4,50000,Active
419,Customer_419,Government,Manufacturing,North,Branch_6,500000,Active
420,Customer_420,Government,Retail,North,Branch_4,200000,Active
421,Customer_421,Enterprise,Retail,East,Branch_10,200000,Active
422,Customer_422,VIP,Manufacturing,North,Branch_1,500000,Active
423,Customer_423,Startup,Manufacturing,East,Branch_6,50000,Active
424,Customer_424,VIP,Finance,East,Branch_5,100000,Active
425,Customer_425,SMB,IT,West,Branch_9,100000,Active
426,Customer_426,VIP,NA,West,Branch_6,50000,Active
427,Customer_427,Startup,NA,West,Branch_2,100000,Active
428,Customer_428,Enterprise,Finance,West,Branch_3,200000,Active
429,Customer_429,VIP,Manufacturing,South,Branch_7,200000,Active
430,Customer_430,VIP,IT,North,Branch_3,500000,Active
431,Customer_431,SMB,Manufacturing,North,Branch_4,200000,Active
432,Customer_432,Startup,Healthcare,West,Branch_6,500000,Active
433,Customer_433,VIP,Healthcare,South,Branch_2,100000,Active
434,Customer_434,Enterprise,Manufacturing,West,Branch_9,200000,Active
435,Customer_435,Enterprise,Retail,West,Branch_2,100000,Active
436,Customer_436,Startup,Healthcare,North,Branch_3,50000,Active
437,Customer_437,Startup,Retail,West,Branch_5,100000,Active
438,Customer_438,VIP,Manufacturing,West,Branch_4,50000,Active
439,Customer_439,Enterprise,IT,South,Branch_4,100000,Active
440,Customer_440,Enterprise,Retail,East,Branch_10,200000,Active
441,Customer_441,Government,Manufacturing,North,Branch_3,50000,Active
442,Customer_442,VIP,Healthcare,West,Branch_7,500000,Active
443,Customer_443,SMB,IT,West,Branch_3,200000,Active
444,Customer_444,VIP,Healthcare,South,Branch_10,100000,Active
445,Customer_445,Startup,Healthcare,West,Branch_7,100000,Active
446,Customer_446,VIP,IT,South,Branch_1,500000,Active
447,Customer_447,VIP,Healthcare,West,Branch_9,200000,Active
448,Customer_448,SMB,IT,North,Branch_1,200000,Active
449,Customer_449,VIP,Manufacturing,West,Branch_4,100000,Active
450,Customer_450,Enterprise,Manufacturing,South,Branch_4,500000,Active
